title,price,location,url,description
Operating system: androidtm 12l or later,,"Nairobi, Nairobi Central",,"Operating system: androidtm 12l or later
processor: mediatek helio g99 octa-core 2x a76 + 6x a55...Brand NewNairobi, Nairobi Central"
Ugreen Usb-C Fast Charger 25w,"KSh 1,800","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/ugreen-usb-c-fast-charger-25w-zY2reXqR8enOBu3JYvKpKnhv.html?page=49&pos=4&cur_pos=4&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=3,"Verified IDKSh 1,800Ugreen Usb-C Fast Charger 25w-Ugreen USB-C Fast Charger 25W:
Special features	‎Lightweight Design, Travel, Short Circuit...Brand NewNairobi, Nairobi Central"
-Ugreen USB-C Fast Charger 25W:,,"Nairobi, Nairobi Central",,"-Ugreen USB-C Fast Charger 25W:
Special features	‎Lightweight Design, Travel, Short Circuit...Brand NewNairobi, Nairobi Central"
Hp Wire Optical Mouse/S1 Hp Mouse,KSh 450,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/hp-wire-optical-mouse-s1-hp-mouse-fzE5E3KXo5iE5WrpnLiR6Lys.html?page=49&pos=7&cur_pos=7&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=6,"KSh 450Hp Wire Optical Mouse/S1 Hp MouseHP wire optical mouse/S1 HP mouseBrand NewNairobi, Nairobi Central"
"HP wire optical mouse/S1 HP mouseBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"HP wire optical mouse/S1 HP mouseBrand NewNairobi, Nairobi Central"
20000mah Rugged Ecolighttm Solar Power Bank Promate,"KSh 9,999","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/20000mah-rugged-ecolighttm-solar-power-bank-promate-7xS7Rb0A26lTq8WxznDWezLl.html?page=49&pos=10&cur_pos=10&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=9,"KSh 9,99920000mah Rugged Ecolighttm Solar Power Bank PromatePromate 20000mAh Solar Power Bank with 20W Power Delivery, 3 USB-A Ports,10W Wireless Charging and...Brand NewNairobi, Nairobi Central"
"Promate 20000mAh Solar Power Bank with 20W Power Delivery, 3 USB-A Ports,10W Wireless Charging and...Brand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Promate 20000mAh Solar Power Bank with 20W Power Delivery, 3 USB-A Ports,10W Wireless Charging and...Brand NewNairobi, Nairobi Central"
"Promate 20000mAh Solar Power Bank with 20W Power Delivery, 3 USB-A Ports,10W Wireless Charging and...",,,,"Promate 20000mAh Solar Power Bank with 20W Power Delivery, 3 USB-A Ports,10W Wireless Charging and..."
Oraimo Lite 3 Traveller 2700mah Power Bank,"KSh 3,099","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/oraimo-lite-3-traveller-2700mah-power-bank-kLmbHjJoAeW1hy9y3P27ieGo.html?page=49&pos=13&cur_pos=13&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=12,"Verified IDKSh 3,099Oraimo Lite 3 Traveller 2700mah Power BankKey features
ultra-high capacity: with a 27000mah (99.9wh) battery, it can fully charge most...Brand NewNairobi, Nairobi Central"
"KSh 3,099","KSh 3,099",,,"KSh 3,099"
Brand New Ugreen Nexode Pro 100w 3-Port Gan Fast Charger,"KSh 4,999","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/brand-new-ugreen-nexode-pro-100w-3-port-gan-fast-charger-wW93CyO8Qq64ChYoUWE2ES9U.html?page=49&pos=16&cur_pos=16&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=15,"KSh 4,999Brand New Ugreen Nexode Pro 100w 3-Port Gan Fast ChargerUGREEN Nexode Pro 100W 3-Port GaN Fast ChargerBrand NewNairobi, Nairobi Central"
"UGREEN Nexode Pro 100W 3-Port GaN Fast ChargerBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"UGREEN Nexode Pro 100W 3-Port GaN Fast ChargerBrand NewNairobi, Nairobi Central"
UGREEN Nexode Pro 100W 3-Port GaN Fast Charger,,,,UGREEN Nexode Pro 100W 3-Port GaN Fast Charger
3.5mm TRRS Female to Lightning Adapter Cable for Audio,"KSh 1,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/3-5mm-trrs-female-to-lightning-adapter-cable-for-audio-6cJ6kLzG3HUp6ERr7GyEiOds.html?page=49&pos=19&cur_pos=19&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=18,"Verified IDKSh 1,0003.5mm TRRS Female to Lightning Adapter Cable for AudioConnects Mic/Wireless Receiver to iPhone
Headphone Capability, Mic Plug-In Power
3.5mm TRRS Female...Brand NewNairobi, Nairobi"
Connects Mic/Wireless Receiver to iPhone,,"Nairobi, Nairobi Central",,"Connects Mic/Wireless Receiver to iPhone
Headphone Capability, Mic Plug-In Power
3.5mm TRRS Female...Brand NewNairobi, Nairobi Central"
Apple iPhone 12 128 GB,"KSh 47,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/mobile-phones/apple-iphone-12-128-gb-woV21Hui1L1T1I48dNSnvZ0.html?page=49&pos=22&cur_pos=22&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=21,"Verified IDDIAMONDKSh 47,000Apple iPhone 12 128 GB*Certified refurbished Apple iPhone 12
*128GB internal storage
*Black finish, Model A2402
*6.1""...RefurbishedNairobi, Nairobi Central"
*Certified refurbished Apple iPhone 12,,"Nairobi, Nairobi Central",,"*Certified refurbished Apple iPhone 12
*128GB internal storage
*Black finish, Model A2402
*6.1""...RefurbishedNairobi, Nairobi Central"
New Samsung Galaxy Tab A9 64 GB Black,"KSh 18,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/tablets/new-samsung-galaxy-tab-a9-64-gb-black-1m34QffOIJrJpX5vqbbZsbqb.html?page=49&pos=2&cur_pos=2&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=1,"DIAMONDKSh 18,500New Samsung Galaxy Tab A9 64 GB Black*Samsung Galaxy Tab A9*
*Cellular*
*4GB RAM 64GB*
*Blue Black Color... *
*Price : 18,500/=Brand NewNairobi, Nairobi Central"
*Samsung Galaxy Tab A9*,,"Nairobi, Nairobi Central",,"*Samsung Galaxy Tab A9*
*Cellular*
*4GB RAM 64GB*
*Blue Black Color... *
*Price : 18,500/=Brand NewNairobi, Nairobi Central"
Apple Watch,"KSh 70,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/smart-watches/apple-watch-43NvdPpbeievbhZa35OJV8jZ.html?page=49&pos=5&cur_pos=5&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=4,"KSh 70,000Apple WatchApple Watch Ultra 2 usedUsedNairobi, Nairobi Central"
"Apple Watch Ultra 2 usedUsedNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Apple Watch Ultra 2 usedUsedNairobi, Nairobi Central"
Apple Watch Ultra 2 used,,,,Apple Watch Ultra 2 used
New Tablet 4 GB,"KSh 1,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/tablets/new-tablet-4-gb-zYDsSlntqe53yQnIfncTVRZ1.html?page=49&pos=8&cur_pos=8&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=7,"DIAMONDKSh 1,500New Tablet 4 GBEnvironment friendly 
No paper no chalk
Easy writing 
A key to clearBrand NewNairobi, Nairobi Central"
Environment friendly,,"Nairobi, Nairobi Central",,"Environment friendly 
No paper no chalk
Easy writing 
A key to clearBrand NewNairobi, Nairobi Central"
Oraimo Slim and Portable 10000mah Power Bank,"KSh 2,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/oraimo-slim-and-portable-10000mah-power-bank-oWOp21GgTzQGDixtJ7108oyj.html?page=49&pos=11&cur_pos=11&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=10,"Verified IDKSh 2,500Oraimo Slim and Portable 10000mah Power BankBattery Cell Type: Lithium Polymer BatteryCapacity:10000mAh (37 Wh)Input 1 (Micro-USB): 5V 2AInput 2...Brand NewNairobi, Nairobi Central"
"Battery Cell Type: Lithium Polymer BatteryCapacity:10000mAh (37 Wh)Input 1 (Micro-USB): 5V 2AInput 2...Brand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Battery Cell Type: Lithium Polymer BatteryCapacity:10000mAh (37 Wh)Input 1 (Micro-USB): 5V 2AInput 2...Brand NewNairobi, Nairobi Central"
Battery Cell Type: Lithium Polymer BatteryCapacity:10000mAh (37 Wh)Input 1 (Micro-USB): 5V 2AInput 2...,,,,Battery Cell Type: Lithium Polymer BatteryCapacity:10000mAh (37 Wh)Input 1 (Micro-USB): 5V 2AInput 2...
Usb Battery Car Universal Charger/Ac/Dc Charger,KSh 450,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/usb-battery-car-universal-charger-ac-dc-charger-l8n3m7v4Jo9GFZAgOX8k8JRb.html?page=49&pos=14&cur_pos=14&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=13,"KSh 450Usb Battery Car Universal Charger/Ac/Dc ChargerUSB battery car universal charger/Ac/Dc chargerBrand NewNairobi, Nairobi Central"
"USB battery car universal charger/Ac/Dc chargerBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"USB battery car universal charger/Ac/Dc chargerBrand NewNairobi, Nairobi Central"
X757 Ugreen Nexode Pro 100w 3-Port Gan Fast Charger,"KSh 4,999","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/x757-ugreen-nexode-pro-100w-3-port-gan-fast-charger-1f7qGB8hFRvw0X8z5eZSTUru.html?page=49&pos=17&cur_pos=17&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=16,"KSh 4,999X757 Ugreen Nexode Pro 100w 3-Port Gan Fast ChargerUGREEN Nexode Pro 100W 3-Port GaN Fast Charger UK Grey+1.5M 100W Cable - X757Brand NewNairobi, Nairobi Central"
Samsung Fast Charging Adapter 25w Pd Adapter C-C Cable,"KSh 1,800","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/samsung-fast-charging-adapter-25w-pd-adapter-c-c-cable-yRHNQ3rgEmB8BNfO1AUl9Jj5.html?page=49&pos=20&cur_pos=20&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=19,"KSh 1,800Samsung Fast Charging Adapter 25w Pd Adapter C-C CableSamsung Fast Charging Adapter 25w Pd Adapter C-C CableBrand NewNairobi, Nairobi Central"
"Samsung Fast Charging Adapter 25w Pd Adapter C-C CableBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Samsung Fast Charging Adapter 25w Pd Adapter C-C CableBrand NewNairobi, Nairobi Central"
New Lenovo Tab M11 128 GB Gray,"KSh 28,999","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/tablets/new-lenovo-tab-m11-128-gb-gray-w8UrcWpgBTlFnuuf2RrMeOEk.html?page=49&pos=23&cur_pos=23&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=22,"Verified IDDIAMONDKSh 28,999New Lenovo Tab M11 128 GB GrayLenovo Tab M11 (4GB 128GB) + Pen + Folio Cover Case
Display: 11′′ WUXGA (1920 x 1200) IPS display...Brand NewNairobi, Nairobi Central"
Lenovo Tab M11 (4GB 128GB) + Pen + Folio Cover Case,,"Nairobi, Nairobi Central",,"Lenovo Tab M11 (4GB 128GB) + Pen + Folio Cover Case
Display: 11′′ WUXGA (1920 x 1200) IPS display...Brand NewNairobi, Nairobi Central"
64GB Memory Card - Sandisk 3.0 Speed,KSh 997,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/64gb-memory-card-sandisk-3-0-speed-kztqTRgpDsBqY9SEeysNecnC.html?page=49&pos=3&cur_pos=3&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=2,"Verified IDKSh 99764GB Memory Card - Sandisk 3.0 Speed64GB Memory Card - Sandisk 3.0 Speed 
all laptop memory card, battery, chargers, keyboards, screens,...Brand NewNairobi, Nairobi Central"
Oraimo Smartgimbal Intelligent Stable for Shooting,"KSh 7,499","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/oraimo-smartgimbal-intelligent-stable-for-shooting-w36KhLk8UIHjsmQZfJIXeR4o.html?page=49&pos=6&cur_pos=6&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=5,"Verified IDKSh 7,499Oraimo Smartgimbal Intelligent Stable for ShootingWeight: 230g
Material: ABS+AI
Size: 205×46.6x51mm
Minimum Height: 205mm
Maximum Height: 630mm
Selfie...Brand NewNairobi, Nairobi C"
Weight: 230g,,"Nairobi, Nairobi Central",,"Weight: 230g
Material: ABS+AI
Size: 205×46.6x51mm
Minimum Height: 205mm
Maximum Height: 630mm
Selfie...Brand NewNairobi, Nairobi Central"
V8 Smartwatch - V8 - With Sim Card,"KSh 2,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/smart-watches/v8-smartwatch-v8-with-sim-card-B4YzS5TMSycqrIi2Dl6dYzVz.html?page=49&pos=9&cur_pos=9&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=8,"KSh 2,500V8 Smartwatch - V8 - With Sim Card# brand new v8 smart watch 
# shop located at Starmall, Shop A12, first floor, along Tom Mboya...Brand NewNairobi, Nairobi Central"
# brand new v8 smart watch,,"Nairobi, Nairobi Central",,"# brand new v8 smart watch 
# shop located at Starmall, Shop A12, first floor, along Tom Mboya...Brand NewNairobi, Nairobi Central"
Anker Power Bank 20000 Mah,"KSh 5,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/anker-power-bank-20000-mah-mnKgMODENrGTgONp06vmeGQH.html?page=49&pos=12&cur_pos=12&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=11,"KSh 5,500Anker Power Bank 20000 MahAnker BB power bank 20000mah is 15 w
It has 2 usb to A
USB to C and micro USBBrand NewNairobi, Nairobi Central"
Anker BB power bank 20000mah is 15 w,,"Nairobi, Nairobi Central",,"Anker BB power bank 20000mah is 15 w
It has 2 usb to A
USB to C and micro USBBrand NewNairobi, Nairobi Central"
1800W Power Storage - Hinen,"KSh 95,500","Nairobi, Mombasa Road",https://jiji.co.ke/mombasa-road/cell-phones-tablets-accessories/1800w-power-storage-hinen-p1g0btHsrBP3lAe5TJYfbQ9A.html?page=49&pos=15&cur_pos=15&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=14,"Verified IDKSh 95,5001800W Power Storage - HinenLarge capacity 1229 Wh Lithium battery with 3000+ cycles
3x 240 Volt 300 Watt AC Outlets
2x 18Watts...Brand NewNairobi, Mombasa Road"
"KSh 95,500","KSh 95,500",,,"KSh 95,500"
Large capacity 1229 Wh Lithium battery with 3000+ cycles,,"Nairobi, Mombasa Road",,"Large capacity 1229 Wh Lithium battery with 3000+ cycles
3x 240 Volt 300 Watt AC Outlets
2x 18Watts...Brand NewNairobi, Mombasa Road"
New Modio M128 1 TB,"KSh 6,599","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/tablets/new-modio-m128-1-tb-kFa1SuqQ60hPj82dabKPqJJn.html?page=49&pos=21&cur_pos=21&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=20,"Verified IDKSh 6,599New Modio M128 1 TBModio M128 8""
Delivery within Cbd and Countrywide at affordable pricesBrand NewNairobi, Nairobi Central"
"KSh 6,599","KSh 6,599",,,"KSh 6,599"
"Modio M128 8""",,"Nairobi, Nairobi Central",,"Modio M128 8""
Delivery within Cbd and Countrywide at affordable pricesBrand NewNairobi, Nairobi Central"
iPhone Charger/iPad Charger,"KSh 1,200","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/iphone-charger-ipad-charger-12nRdPtOEtJvVNamDDpjCPOM.html?page=49&pos=24&cur_pos=24&ads_per_page=24&ads_count=24357&lid=iGoo5OP-KB5dwPTW&indexPosition=23,"Verified IDKSh 1,200iPhone Charger/iPad ChargerThis is a genuine apple plug 12w and works by connectingyour iphone, ipod or ipad into one end and...Brand NewNairobi, Nairobi Central"
"This is a genuine apple plug 12w and works by connectingyour iphone, ipod or ipad into one end and...Brand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"This is a genuine apple plug 12w and works by connectingyour iphone, ipod or ipad into one end and...Brand NewNairobi, Nairobi Central"
"This is a genuine apple plug 12w and works by connectingyour iphone, ipod or ipad into one end and...",,,,"This is a genuine apple plug 12w and works by connectingyour iphone, ipod or ipad into one end and..."
Original Way GSM Signal Booster Splitter,"KSh 2,400","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/original-way-gsm-signal-booster-splitter-35jm8BvTNDdJMb6De1isSQAH.html?page=50&pos=1&cur_pos=1&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=0,"Sort by:SortKSh 2,400Original Way GSM Signal Booster Splitter4 way gsm signal booster splitterBrand NewNairobi, Nairobi CentralKSh 2,500Oraimo Traveler 2 20000 Mah PowerbankOraimo Traveler 2 20000 mAh"
"4 way gsm signal booster splitterBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"4 way gsm signal booster splitterBrand NewNairobi, Nairobi Central"
4 way gsm signal booster splitter,,,,4 way gsm signal booster splitter
Oraimo Traveler 2 20000 Mah Powerbank,"KSh 2,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/oraimo-traveler-2-20000-mah-powerbank-e0LsSnMhgBWDzbXe92IDEx6p.html?page=50&pos=4&cur_pos=4&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=3,"KSh 2,500Oraimo Traveler 2 20000 Mah PowerbankOraimo Traveler 2 20000 mAh PowerbankBrand NewNairobi, Nairobi Central"
"Oraimo Traveler 2 20000 mAh PowerbankBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Oraimo Traveler 2 20000 mAh PowerbankBrand NewNairobi, Nairobi Central"
Haino Teko G15 Mini Series 10,"KSh 3,999","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/smart-watches/haino-teko-g15-mini-series-10-tCTBZehlxLLtHIMZAz04N8Zx.html?page=50&pos=7&cur_pos=7&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=6,"KSh 3,999Haino Teko G15 Mini Series 103-in-1 Design: A modern smartwatch paired with a stylish analog watch and matching...Brand NewNairobi, Nairobi Central"
"3-in-1 Design: A modern smartwatch paired with a stylish analog watch and matching...Brand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"3-in-1 Design: A modern smartwatch paired with a stylish analog watch and matching...Brand NewNairobi, Nairobi Central"
3-in-1 Design: A modern smartwatch paired with a stylish analog watch and matching...,,,,3-in-1 Design: A modern smartwatch paired with a stylish analog watch and matching...
CMF Watch Pro 2 – Amoled Display | Customizable Bezels,"KSh 8,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/smart-watches/cmf-watch-pro-2-amoled-display-customizable-bezels-zrxBa4Z77USSNwZY88Bzew5z.html?page=50&pos=10&cur_pos=10&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=9,"DIAMONDKSh 8,000CMF Watch Pro 2 – Amoled Display | Customizable Bezels• 1.32” AMOLED display with Always-On option and vibrant clarity
 • Interchangeable bezels –...Brand NewNairobi, Nairobi Central"
• 1.32” AMOLED display with Always-On option and vibrant clarity,,"Nairobi, Nairobi Central",,"• 1.32” AMOLED display with Always-On option and vibrant clarity
 • Interchangeable bezels –...Brand NewNairobi, Nairobi Central"
Ugreen Nexode Pro 100w 3-Port Gan Fast Charger Ug-25875,"KSh 4,999","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/ugreen-nexode-pro-100w-3-port-gan-fast-charger-ug-25875-zBDxbjFnu8tKCWh5u1JfLMgh.html?page=50&pos=13&cur_pos=13&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=12,"KSh 4,999Ugreen Nexode Pro 100w 3-Port Gan Fast Charger Ug-25875UGREEN Nexode Pro 100W 3-Port GaN Fast Charger UK Grey+1.5M 100W Cable - X757
warranty assuredBrand NewNairobi, Nairobi Central"
Oraimo 20000mah 12w Power Bank 12w 20009mah,"KSh 1,650","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/oraimo-20000mah-12w-power-bank-12w-20009mah-z7jGmMvH741z5dZnrnpAID9.html?page=50&pos=16&cur_pos=16&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=15,"KSh 1,650Oraimo 20000mah 12w Power Bank 12w 20009mahCapacity: 20000mah(74wh)
input 1 (type-c): 5v 2.4a
input 2 (micro usb): 5v 2a
output 1/output...Brand NewNairobi, Nairobi Central"
Capacity: 20000mah(74wh),,"Nairobi, Nairobi Central",,"Capacity: 20000mah(74wh)
input 1 (type-c): 5v 2.4a
input 2 (micro usb): 5v 2a
output 1/output...Brand NewNairobi, Nairobi Central"
JBL Earpods,KSh 800,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/jbl-earpods-3sCoocebYW8n2ibmVVQiWzo7.html?page=50&pos=19&cur_pos=19&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=18,"KSh 800JBL EarpodsBest Jbl earpods.contact071*********.Located at junction of Riverroad and Ronald ngara.Brand NewNairobi, Nairobi Central"
"Best Jbl earpods.contact071*********.Located at junction of Riverroad and Ronald ngara.Brand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Best Jbl earpods.contact071*********.Located at junction of Riverroad and Ronald ngara.Brand NewNairobi, Nairobi Central"
Best Jbl earpods.contact071*********.Located at junction of Riverroad and Ronald ngara.,,,,Best Jbl earpods.contact071*********.Located at junction of Riverroad and Ronald ngara.
New Tecno Pop 8 64 GB Black,"KSh 11,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/mobile-phones/new-tecno-pop-8-64-gb-black-zG72DhJGKDh5kdKr7uywSMbB.html?page=50&pos=22&cur_pos=22&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=21,"KSh 11,500New Tecno Pop 8 64 GB BlackSize: 6.6-Inch
SIM: Dual SIM
OS: Android 13
Rear Camera: 13MP
Front Camera: 8 MP
Memory: 2GB RAM and...Brand NewNairobi, Nairobi Central"
Size: 6.6-Inch,,"Nairobi, Nairobi Central",,"Size: 6.6-Inch
SIM: Dual SIM
OS: Android 13
Rear Camera: 13MP
Front Camera: 8 MP
Memory: 2GB RAM and...Brand NewNairobi, Nairobi Central"
iPhone 14 Pro Fast Charger,"KSh 1,650","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/iphone-14-pro-fast-charger-uZwVBzJRrbNSqGkdmwWiYaGG.html?page=50&pos=2&cur_pos=2&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=1,"KSh 1,650iPhone 14 Pro Fast ChargerIphone 14 pro max fast chargerBrand NewNairobi, Nairobi Central"
"Iphone 14 pro max fast chargerBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Iphone 14 pro max fast chargerBrand NewNairobi, Nairobi Central"
Iphone 14 pro max fast charger,,,,Iphone 14 pro max fast charger
Budi Car Fast Charger With 3 in 1 Cable,"KSh 2,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/budi-car-fast-charger-with-3-in-1-cable-wuauX19ii39kGYvwFHLMuPTW.html?page=50&pos=5&cur_pos=5&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=4,"Verified IDKSh 2,500Budi Car Fast Charger With 3 in 1 CableCable 12W 2.4Amp Compatible with iPhone/Samsung/MI/Motorola/All Type C Devices/Tablets(Black)
About...Brand NewNairobi, Nairobi Central"
Cable 12W 2.4Amp Compatible with iPhone/Samsung/MI/Motorola/All Type C Devices/Tablets(Black),,"Nairobi, Nairobi Central",,"Cable 12W 2.4Amp Compatible with iPhone/Samsung/MI/Motorola/All Type C Devices/Tablets(Black)
About...Brand NewNairobi, Nairobi Central"
"High quality for business people.Brand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"High quality for business people.Brand NewNairobi, Nairobi Central"
High quality for business people.,,,,High quality for business people.
Vacuum Magnetic Phone Stand,"KSh 1,499","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/vacuum-magnetic-phone-stand-i2cnWgvjYPOZOXvIQ2Cg6G6T.html?page=50&pos=11&cur_pos=11&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=10,"Verified IDDIAMONDKSh 1,499Vacuum Magnetic Phone StandA portable vacuum suction phone holder with a magnetic field
Can be used anywhere at home in the car...Brand NewNairobi, Nairobi Central"
A portable vacuum suction phone holder with a magnetic field,,"Nairobi, Nairobi Central",,"A portable vacuum suction phone holder with a magnetic field
Can be used anywhere at home in the car...Brand NewNairobi, Nairobi Central"
New Lenovo Tab M9 32 GB Gray,"KSh 16,499","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/tablets/new-lenovo-tab-m9-32-gb-gray-zdsOUeqpVYaened2AVgDaQ3S.html?page=50&pos=14&cur_pos=14&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=13,"KSh 16,499New Lenovo Tab M9 32 GB GrayPremium metal dual-tone design
Watch & do more for longer with long-lasting battery life
Fast,...Brand NewNairobi, Nairobi Central"
Premium metal dual-tone design,,"Nairobi, Nairobi Central",,"Premium metal dual-tone design
Watch & do more for longer with long-lasting battery life
Fast,...Brand NewNairobi, Nairobi Central"
Tecno Power Bank 10000mah,KSh 999,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/tecno-power-bank-10000mah-13RCu29mZCDVTTs50unJVgxh.html?page=50&pos=17&cur_pos=17&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=16,"KSh 999Tecno Power Bank 10000mahTecno TPB-103 Power bank 10000mAh Key Features
Capacity: 10000mAh
Input: 1 Micro(5V 2A), 1 Type-C(5V...Brand NewNairobi, Nairobi Central"
Tecno TPB-103 Power bank 10000mAh Key Features,,"Nairobi, Nairobi Central",,"Tecno TPB-103 Power bank 10000mAh Key Features
Capacity: 10000mAh
Input: 1 Micro(5V 2A), 1 Type-C(5V...Brand NewNairobi, Nairobi Central"
